"X"	"age"	"gender"	"humanmade"	"concern"	"efficacy"	"income"	"edu3"	"translation"	"univdummy"	"theta1"	"theta2"	"theta3"	"theta4"
"1791"	1790	2	2	1	0.75	0.6666667	480000	3	"Extreme Weather "	1	0.0892626694396913	0.774638483590205	0.0753866230224315	0.0607122239476719
"1792"	1791	2	2	1	1	0.3333333	420000	3	"Extreme Weather "	1	0.0863483598588728	0.767200274432867	0.0795676744526023	0.0668836912556583
"1793"	1792	5	2	0	0.5	0.3333333	200000	0	"Extreme Weather "	0	0.13596103817868	0.717272208502448	0.0830050246661767	0.0637617286526957
"1794"	1793	4	2	0	0.75	0.6666667	190000	2	"Extreme Weather "	0	0.117687151601801	0.723116155148933	0.0943647783633322	0.0648319148859334
"1795"	1794	4	2	1	0.75	0.6666667	190000	2	"Extreme Weather "	0	0.091380615467913	0.790982270982098	0.064230191605898	0.053406921944091
"1796"	1795	3	1	0	0.5	0.3333333	824000	3	"Extreme Weather "	1	0.115764071444479	0.688553481651157	0.10611580752061	0.0895666393837541
"1797"	1796	2	1	1	0.75	0.6666667	550000	3	"Extreme Weather "	1	0.0944404076921726	0.74549056245455	0.0888554722348337	0.0712135576184438
"1798"	1797	4	2	1	1	0.3333333	295000	2	"Extreme Weather "	0	0.0887383818746197	0.784005382743614	0.0681354174105235	0.0591208179712428
"1799"	1798	3	2	1	1	0.3333333	380000	3	"Extreme veður breytir Bresmelting Dry "	1	0.0700873712522856	0.82269707470969	0.056449777286026	0.0507657767519986
"1800"	1799	5	1	1	0.75	0.3333333	550000	3	"Extreme Winds Sorhras Extreme hitastig hár og lágt öfgafullur bylgjuhæðir "	1	0.0697600515915671	0.825846618375038	0.0505716067163496	0.0538217233170454
"1801"	1800	5	2	1	0.75	0.6666667	350000	2	"Extreme náttúruhamfarir "	0	0.0880216159378232	0.803060570009634	0.0581519954855427	0.0507658185669997
"1802"	1801	3	1	1	0.75	0.3333333	600000	2	"Extreme Weather "	0	0.0987944360412658	0.74609277486058	0.0822132152024762	0.0728995738956784
"1803"	1802	5	2	1	0.75	0.3333333	200000	0	"Extreme Weather "	0	0.104170970952995	0.782488687727068	0.0608520801408017	0.0524882611791359
"1804"	1803	4	1	1	0.75	0.3333333	600000	2	"Extreme Weather "	0	0.0959354061169517	0.758945465263434	0.0751667815196072	0.0699523471000066
"1805"	1804	2	2	1	0.75	0.6666667	400000	3	"Extreme Weather "	1	0.0892626694396913	0.774638483590205	0.0753866230224315	0.0607122239476719
"1806"	1805	3	2	1	0.5	0.3333333	200000	2	"Extreme Weather "	0	0.0946919320309482	0.778599559117371	0.0645925629688275	0.0621159458828533
"1809"	1808	5	1	0	0.5	0.6666667	390000	2	"Ein leið til annarra landa og krakkar til þeirra "	0	0.187797460084441	0.0538219458084544	0.482325636074485	0.27605495803262
"1810"	1809	2	1	0	0.25	0.3333333	0	0	"Ég mun ekki hafa loftslagsbreytingar "	0	0.238020451239404	0.0536863779285125	0.458838893122265	0.249454277709819
"1811"	1810	5	1	0	0.5	0.6666667	600000	1	"Td TRUR Þeir eru margir fjölmiðlar búnar hysteríu og auk þess eru þau pólitískt ákvörðuð að þeir skella flestir einbeita sér að umhverfinu sem þeir búa til vinnustaða og grunnatriði til að krefjast gjalda "	0	0.139980120435331	0.0161499662072986	0.632826385058236	0.211043528299135
"1812"	1811	6	1	1	0.75	0.3333333	295000	2	"Ég held að það hafi líf loftslagsbreytingar alltaf á þessum heimi mér búr á "	0	0.23132692563834	0.0901316434711963	0.272121396893697	0.406420033996766
"1813"	1812	1	1	1	0.25	0.3333333	0	2	"Mér er alveg sama um loftslagsbreytingar "	0	0.248937553629154	0.117495392299855	0.346355690570708	0.287211363500284
"1814"	1813	3	2	1	1	0.3333333	180000	2	"Ég mun vera hræddur heck tré yfir bílinn undir forekan óttast það versta getur gerst "	0	0.146184095815274	0.054700825618685	0.357333378331398	0.441781700234643
"1816"	1815	5	1	1	0.5	0.3333333	300000	3	"Óæðri veður með meira úrkomu og vindi "	1	0.105024927763188	0.750211812547543	0.0689328399529205	0.0758304197363487
"1817"	1816	3	2	0	0.75	0.3333333	405000	2	"Óæðri veður "	0	0.118737741793011	0.706210399442623	0.100770977490874	0.0742808812734917
"1818"	1817	4	1	1	0.75	0.3333333	700000	3	"Óæðri skíði "	1	0.115831776571787	0.669093511707919	0.109721721632584	0.10535299008771
"1819"	1818	5	1	1	0.75	0.3333333	695000	3	"Óæðri skíði "	1	0.111784081167214	0.689096013798177	0.0990768154808357	0.100043089553773
"1820"	1819	5	2	1	1	0.6666667	525000	3	"Óæðri lífskjör fyrir allt líf á jörðinni "	1	0.206363700231962	0.27425118393765	0.245852657947588	0.2735324578828
"1821"	1820	3	1	1	0.75	0.3333333	550000	2	"óæðri framtíð fyrir alla "	0	0.14529203820216	0.552226599978278	0.153059611410714	0.149421750408848
"1822"	1821	5	1	1	0.75	0.3333333	530000	3	"Slæmt veður slys "	1	0.0847147724258226	0.779793798238455	0.0663197659500328	0.0691716633856895
"1824"	1823	5	2	0	0.25	0.3333333	600000	3	"Slæmt veður meira rigning og fleiri stormar "	1	0.0595182888567957	0.874269792244598	0.0320211243426141	0.0341907945559922
"1825"	1824	5	1	0	0.5	0.3333333	0	2	"Vont veður "	0	0.120581043857267	0.706329657026783	0.0925450312522413	0.0805442678637087
"1826"	1825	5	1	0	0.25	0	0	0	"Vont veður "	0	0.142600461386213	0.686924397419188	0.0884379237741581	0.0820372174204403
"1827"	1826	3	2	1	0.25	0.3333333	250000	2	"Vont veður "	0	0.096072734787225	0.781932076562586	0.0598726561504133	0.0621225324997761
"1828"	1827	2	1	1	0.5	0.3333333	496000	3	"Vont veður "	1	0.0945396907478855	0.745342763512388	0.0811865375842588	0.0789310081554669
"1829"	1828	5	1	0	0.5	0.6666667	200000	2	"vont veður "	0	0.122621599796665	0.710062520322001	0.0943362199966263	0.0729796598847074
"1830"	1829	7	1	1	0.75	0.6666667	250000	3	"vont veður "	1	0.0800491469778071	0.807818759953587	0.0554512516600469	0.0566808414085587
"1831"	1830	4	1	1	0.75	0.3333333	900000	3	"Slæm samviska lífsins og skortur á sjálfstrausti "	1	0.216997091047994	0.276553425458974	0.273374860870929	0.233074622622103
"1834"	1833	5	1	1	0.75	0.6666667	530000	3	"Slæmt "	1	0.113576584933584	0.695340082934605	0.100738499784936	0.0903448323468754
"1835"	1834	2	2	1	0.5	0.6666667	350000	3	"Dauður dýr ís sem bráðnar "	1	0.144684953452052	0.571063388412943	0.166354875739612	0.117896782395393
"1836"	1835	1	2	1	1	0.3333333	0	2	"The Wildlife þjáist og útrýmt sem afleiðing "	0	0.220991146287647	0.155317697009789	0.401725040574777	0.221966116127787
"1837"	1836	3	1	1	0.75	0.3333333	590000	3	"Heimskur fólk sem neyta sig til eigin falls "	1	0.1476530814181	0.0535434442298675	0.530755968258959	0.268047506093073
"1838"	1837	1	1	0	0.25	0.3333333	0	1	"Eldsneyti bíll loftslag í vetur / sumar "	0	0.178176876228597	0.588697464792573	0.135378645783391	0.0977470131954396
"1840"	1839	6	1	1	0.75	0.3333333	336000	3	"Greenhouse áhrif hitastig auka öfgafullt veður náttúruhamfarir "	1	0.0891161776675178	0.754548895365119	0.0810028754322085	0.0753320515351549
"1841"	1840	2	2	1	0.75	0.3333333	0	3	"Greenhouse áhrif mengun stór fyrirtæki olíu "	1	0.19937936822312	0.106340167894971	0.416263457852236	0.278017006029673
"1842"	1841	4	2	1	0.75	0.6666667	470000	3	"Greenhouse áhrif Extreme veður heilsufarsvandamál "	1	0.139477759420613	0.589620425494551	0.157457485646778	0.113444329438058
"1843"	1842	4	1	0	0	0.3333333	1300000	2	"Drittlei The Bustle frá umhverfis hreyfingar Tími fer í Rundad svo einnig loftslagsbreytingar "	0	0.231131160909836	0.0543056676109089	0.455739416417209	0.258823755062046
"1844"	1843	1	2	1	0.5	0	0	2	"róttækar breytingar "	0	0.171799228746956	0.501859197253377	0.171899092040368	0.154442481959299
"1845"	1844	5	2	1	0.75	0.3333333	990000	3	"Stórkostlegar breytingar á vikum karla og plantna lífsskilmálar af mikilli veðri "	1	0.0752900191038029	0.820141635826631	0.0509999936468722	0.0535683514226941
"1846"	1845	6	1	1	0.75	0.6666667	380000	3	"Verulega á heimsvísu reversibly mannavöldum "	1	0.223447226952526	0.321489579370812	0.247670627681516	0.207392565995146
"1847"	1846	1	1	1	1	0.3333333	50000	3	"Domino áhrifin sem hefst með hærri hitastigi og leiðir til loftslagsupptöku sem lýst er með Kaosteori (fiðrildiáhrif) Þetta þýðir að breytingar á litlum hita geta haft hörmulegu eftirfylgni þar sem veðurkerskerfi eru ekki línulegir. Þetta leiðir aftur til taps á lífdæmisstjóra og hefur þannig áhrif á eigin lífsviðurværi okkar Breytingin er miklu flóknari en flestir skilja og flestir hugsa of hefðbundna og línulega til að taka vandamálið alvarlega "	1	0.220212463555036	0.170429658174683	0.421309738895428	0.188048139374852
"1848"	1847	3	1	1	1	0.6666667	80000	3	"hörmung "	1	0.119421351407633	0.648595066709954	0.13241948950979	0.0995640923726227
"1849"	1848	5	2	1	0.75	0	325000	3	"Þetta verðum að taka alvarlega "	1	0.222162312685698	0.13563509256557	0.370956463590372	0.27124613115836
"1850"	1849	6	2	1	0.75	0.3333333	650000	2	"Þetta verður að taka alvarlega ef við viljum að afkomendur okkar hafi góða heim til að lifa í framtíðinni "	0	0.209707481058133	0.0613496576772195	0.506196817492945	0.222746043771703
"1851"	1850	3	1	1	0.75	0.3333333	625000	2	"Þetta getur ómögulegt að fara vel. Fjöldi fólks á þessum heimi verður að verulega niður fyrir það mun vera sjálfbært eitthvað sem mun örugglega gerast í formi náttúruhamfara og faraldur en annars er ég jákvæð "	0	0.112404565987265	0.0244533670137016	0.35171686696809	0.511425200030943
"1852"	1851	4	1	1	0.5	0.3333333	500000	2	"Þetta hefur verið verra áður hefur ekki rignað svo mikið síðan 1900 hefur ekki verið svo varað við eða kallað síðan í desember osfrv. "	0	0.180840565838523	0.0335978622308306	0.562423919255059	0.223137652675587
"1853"	1852	3	2	1	1	0.6666667	340000	2	"Þetta er skelfilegt hvað mun gerast í framtíðinni með þeim sem koma eftir okkur? "	0	0.178211602890006	0.0543351158087891	0.431280929478336	0.33617235182287
"1854"	1853	6	2	1	0.75	0.3333333	128000	1	"Það mun leiða til mikillar neikvæðar breytingar á lífinu á jörðinni "	0	0.262952499553389	0.299068287095135	0.201137789990902	0.236841423360574
"1855"	1854	5	1	1	1	0.6666667	600000	3	"Það gerist að við verðum að hætta að nota Fosel eldsneyti sem kol Ég vil fylgjendur mínir lifa við verðum við að hjálpa þeim sem raunverulega þurfa það í U-Country "	1	0.129160341437604	0.0291875687309045	0.597279628035965	0.244372461795526
"1856"	1855	4	2	0	0.25	0.3333333	300000	2	"Það gerist en ekki stórt að "	0	0.229171969841443	0.0882752715183046	0.357032585199491	0.325520173440762
"1857"	1856	5	2	0	0	0.3333333	0	1	"Við munum geta tekist að tengjast "	0	0.2775831215106	0.101741527142303	0.389203847557235	0.231471503789862
"1858"	1857	1	2	0	0.75	1	0	2	"Það verður að vera meiri áhersla á lausnir til að koma í veg fyrir hættulegan losun og þess háttar sem getur leitt til loftslagsbreytinga "	0	0.146759754388558	0.0321062778575395	0.477699163132377	0.343434804621525
"1859"	1858	2	2	1	1	0.3333333	0	2	"Það mun aldrei gerast við FRP í ríkisstjórn "	0	0.173669983127104	0.0841561170771467	0.395778594788518	0.34639530500723
"1860"	1859	1	1	1	0.75	0.6666667	60000	1	"Það sem ég er að hugsa er hvernig á að þróa nýjar leiðir til að spara loftslagsolíu sem er að eilífu áður en við þurfum að hafa fundið eitthvað annað sem Noregur getur gert peninga sem er miklu umhverfisvænari en olíuborun "	0	0.203824545203753	0.0671801651548973	0.535208589627905	0.193786700013445
"1861"	1860	3	2	1	1	0.3333333	605000	3	"Það er brýn að einbeita sér að rannsóknum nýrra orkugjafa og fólk verður að taka ábyrgð á að gera sameiginlega og endurvinna umbúðir sem eru dapur til að ferðast minna "	1	0.165306148327789	0.0610939383835939	0.508689925747762	0.264909987540856
"1862"	1861	1	1	1	0.75	0.3333333	0	3	"Það er brýn "	1	0.181055920068145	0.151685479924339	0.361899057846538	0.305359542160978
"1863"	1862	3	1	0	0	0	980000	3	"Það hafa verið heitt og kalt tímabil áður "	1	0.227026570345062	0.277024986714776	0.266247681586209	0.229700761353952
"1864"	1863	5	1	0	0.25	0	0	3	"Það hefur verið loftslagsbreytingar frá upphafi tímans "	1	0.194950012455689	0.0620114981753615	0.436282848617515	0.306755640751434
"1865"	1864	6	1	0	0.25	0	405000	1	"Það hefur verið loftslagsbreytingar á öllum árum, jafnvel þegar engar bílar eða iðnaður er að stjórna því sem það mun alltaf fara í bylgjur "	0	0.151505983086135	0.0219722734878633	0.41023653907232	0.416285204353682
"1866"	1865	7	1	1	0.75	0.3333333	0	3	"Við höfum fengið þekkingu á langan tíma "	1	0.249677776895226	0.159413357665579	0.33996843724101	0.250940428198185
"1867"	1866	1	1	0	0.5	0.3333333	400000	3	"Það hefur gerst áður án þess að hafa áhrif fólks "	1	0.159896350020132	0.0355268674732833	0.49420985538347	0.310366927123115
"1868"	1867	5	1	1	0.5	0.3333333	400000	0	"Það hefur verið áður "	0	0.248867638895235	0.0965889563078568	0.390894189220518	0.263649215576391
"1869"	1868	2	2	1	0.75	0.6666667	450000	3	"Það hefur í gegnum tíma, verið lítill loftslagsbreytingar allt sem við framleiðum að losun hættulegra efna hefur áhrif á loftslagið sem ekki veitir strax áhrif en til lengri tíma litið mun þetta valda meiriháttar vandamálum "	1	0.255206340198597	0.0516488778736841	0.476638070505771	0.216506711421948
"1870"	1869	3	1	0	0.25	0.3333333	690000	2	"Það hefur breyst og fyrir þúsundir ára síðan "	0	0.207567246193039	0.0525564837677952	0.442916418766717	0.296959851272448
"1871"	1870	6	1	0	0.5	0	400000	2	"Það hefur alltaf verið loftslagsbreytingar á þessum heimi. Það er eðlilegt ferli sem endar að heimurinn er eytt á nokkrum milljarða ára "	0	0.1574577062917	0.0306375325737727	0.406153271538996	0.405751489595531
"1872"	1871	7	2	0	0.75	0.3333333	0	2	"Það hefur alltaf verið stór loftslagsbreyting trúa því að þeir séu tilbúnir sem ég veit ekki "	0	0.148461431792547	0.0305058771269972	0.488649252192882	0.332383438887574
"1873"	1872	5	1	0	0.25	0.6666667	1500000	3	"Það hefur alltaf verið loftslagsbreytingar! "	1	0.210166955494417	0.0707013651178595	0.411319979283739	0.307811700103984
"1874"	1873	2	2	0	0	0	400000	3	"Það hefur alltaf verið loftslagsbreytingar bæði með og án mengunar, til dæmis ísöldin þegar það var engin mengun "	1	0.224209496550459	0.0478852250511158	0.346468646139108	0.381436632259318
"1875"	1874	5	1	0	0.25	0.3333333	0	3	"Það hefur alltaf verið breytingar / sveiflur í veðri er ekki óeðlilegt "	1	0.187062248792228	0.162763710374934	0.347376152661271	0.302797888171567
"1876"	1875	4	1	0	0.25	0.6666667	820000	3	"Það hefur alltaf verið breytingar á loftslaginu í meiri eða minni mæli "	1	0.24574574168991	0.100639290474452	0.363263190405089	0.29035177743055
"1877"	1876	1	2	1	0.5	0.6666667	100000	2	"Fyrsta orðið sem ég held er \"Hnattræn hlýnun\" Það var þar öll umræðan með myndinni \"Óþægilegt sannleikur\" etc þá hugsa td á meiri náttúruhamfarir "	0	0.32900249464124	0.156470662682324	0.331972853173966	0.18255398950247
"1878"	1877	3	1	1	1	0.6666667	520000	3	"Það fyrsta sem ég held er á stelpunni MI sem mun vaxa upp og fjölskyldan hennar sem kemur seinna um hvað er að gerast annars um heiminn af flóðum náttúruhamförum minnkað matvælaframleiðslu neyðaraðstoð á mótmælum og aðgerðum frá fólki sem hefur áhrif á og hver missa heimili sín og samfélög "	1	0.130538611115787	0.0624238325220024	0.479463073294185	0.327574483068025
"1879"	1878	3	2	1	1	0	300000	3	"Það breytir heiminum okkar meira en við munum viðurkenna mér persónulega í litlu heimi mínum hefur loftslagsbreytingar í raun aðeins jákvæðar afleiðingar: styttri vetrar hlýrri sumar Global afleiðingar sem mér líður alveg máttlaus til "	1	0.153850541213081	0.245998724394482	0.388533610562937	0.2116171238295
"1880"	1879	1	2	1	0.75	0.6666667	0	3	"Það eru mikilvægari hlutir. Það er stundum stundum þegar aðilar setja það efst á listanum finn ég það ögrandi mest vegna þess að það líður ekki eins og eitthvað sem hefur í raun áhrif á okkur "	1	0.103624275128525	0.0204524967056834	0.458167988121375	0.417755240044417
"1881"	1880	3	1	1	0.75	0.6666667	400000	2	"Það er mikilvægt að taka þetta alvarlega og gera eitthvað um þetta núna! Það er brýn "	0	0.194537249776924	0.0596688906627082	0.373539701526474	0.372254158033893
"1882"	1881	4	2	1	0.5	0	400000	0	"Mikilvægt er að við hugsum um loftslagsbreytingar til að varðveita heiminn eins mikið og framtíðin sem hægt er að varðveita "	0	0.282384662183496	0.0715117921968128	0.396879552476101	0.24922399314359
"1883"	1882	3	2	1	1	0.3333333	330000	1	"Það er mjög sorglegt á loftslagsbreytingum í dag sem ég hugsa um það er 25 11 án snjós þegar ég hugsa um aðeins nokkur ár aftur á þeim tíma sem það hefur verið mikið af snjó og miklu meira kalt "	0	0.283904945277425	0.157342484001227	0.333678190502264	0.225074380219084
"1884"	1883	4	2	1	0.75	0.3333333	338000	3	"Það er erfitt að vita hvort öll loftslagsbreytingar séu tilbúnar en engu að síður er mikilvægt að draga úr mengun kröftuglega fyrir eitrun umhverfis okkar og eyðileggur heilsu fólks um allan heim! "	1	0.204916930851183	0.0478410589951305	0.386648976230822	0.360593033922865
"1885"	1884	3	1	0	0.5	0.6666667	300000	2	"Það er óljóst hvort það sé að gerast eða ekki en það skaðar ekki til að gera neitt um hvernig við lifum á engu að síður til að draga úr neyslu hjálpar á mörgum stigum "	0	0.128893319283333	0.0199198180879202	0.355260900409294	0.495925962219453
"1886"	1885	2	2	1	1	0.3333333	500000	3	"Það er sorglegt að eitthvað þarf að gera! "	1	0.193484677371266	0.121988569514299	0.330509160971814	0.354017592142621
"1887"	1886	6	2	1	1	0.6666667	210000	1	"Það er sorglegt að loftslagsbreytingar virkar á sannprófuðu ávöxtuninni eins og typhoons flóð og jarðskjálfti "	0	0.210209383461869	0.415014358360981	0.216582871189814	0.158193386987335
"1888"	1887	2	2	1	1	0.3333333	0	3	"Það er vegna þess að fólkið í heiminum "	1	0.197091010218668	0.10150960162969	0.398855888606465	0.302543499545177
"1889"	1888	5	1	1	0.75	0.3333333	940000	3	"Það er nú vel skjalfest að við séum að upplifa og fara að upplifa mannavöldum loftslagsbreytingum í okkar tíma, því miður virðist sem handfylli af háværum og tiltölulega óupplýstu efasemdamenn hafa tekist að skapa til kynna að þetta sé ekki raunin sem olíuframleiðandi ætti Noregur Til að kveða á um að gera það sem við getum til að koma í veg fyrir að þetta sé stjórnað enn erum við háð jarðefnaeldsneyti (og Noregur hefur olíuhagkerfi) því að það ætti að auðvelda að vera í stórum stíl kolefnisfanga og geymslu og Noreg hefur tækifæri til að gegna mikilvægu hlutverki Í þessu erum við einnig að fá aðgang að endurnýjanlegri orku að við erum í einstökum góðu ástandi sem þjóð "	1	0.110395638550856	0.0118078739307187	0.643699032237736	0.234097455280689
"1890"	1889	5	1	0	0.25	0.3333333	480000	3	"Það eru nægilegir stjórnmálamenn að tala um að fá okkur til að greiða vorartíma \"þegar peningar í Kista Kling en hvað hjálpar umhverfinu? Pólitískir vans á Venesida munu hafa haldið fólki peninga sína! "	1	0.127924660566302	0.0254747596838109	0.373169297382856	0.47343128236703
"1891"	1890	4	1	1	0.5	0.6666667	100000	2	"Það er nóg alvöru "	0	0.209453024061445	0.128519801139356	0.379271324937077	0.282755849862121
"1892"	1891	5	2	1	1	0.3333333	545000	3	"Það er tilbúið "	1	0.186704126741281	0.175134141988135	0.305612937803608	0.332548793466976
"1893"	1892	3	1	1	1	0.3333333	0	2	"Það er mikilvægt þegar þú lest dagblöð og útlit fréttir sem gerast að hugsa um barnabörn mína og börnin þeirra sem við höfum bara veð !! "	0	0.140559701819668	0.0306408150245665	0.570192879124444	0.258606604031322
"1894"	1893	2	2	1	1	0.6666667	500000	3	"Það er enginn sem tekur ábyrgð fyrr en það er of seint "	1	0.176397339327725	0.0783172880421442	0.360540827103731	0.3847445455264
"1895"	1894	5	1	0	0.25	0	400000	1	"Það er ekki við menn sem stjórna loftslagi "	0	0.209937220593922	0.0466431219086181	0.470978292132816	0.272441365364644
"1896"	1895	1	2	0	0.5	0	0	0	"Það er ekki gott vegna þess að það skapar breytingar og birgðir vandamál í heiminum "	0	0.223750334141027	0.045727688433812	0.451906752367359	0.278615225057801
"1897"	1896	3	1	0	0	0	0	2	"Það eru engar bílar idiots það er fyrir seint jarðvegi er í ójafnvægi og mun leiðrétta það sem við áttum 20 ár Nú ertu bara fullt af eignum Gangi þér vel með ekki umhyggju í sníkjudýrum (við verðum að lifa í sambandi við heiminn sem ekki nýtir það! !!!) "	0	0.117065138328791	0.0126633362323828	0.50371411453032	0.366557410908506
"1898"	1897	2	1	1	0.75	0.6666667	800000	3	"Það er mjög kominn að heimssamfélagi finnur saman fyrir sameiginlega baráttu losunar! "	1	0.221952651480562	0.151927865138468	0.33095474393708	0.295164739443891
"1899"	1898	6	1	0	0.25	0	250000	2	"Það er veðrið fyrirbæri sonur fer í hringrásir "	0	0.180576554383799	0.424663057821843	0.167357113405404	0.227403274388955
"1900"	1899	4	1	1	1	0.3333333	510000	3	"Það er raunverulegt vandamál sem við verðum að taka alvarlega án efa "	1	0.194216167138819	0.0771294372506243	0.468384647266389	0.260269748344168
"1901"	1900	6	2	0	0.25	0.3333333	16000	2	"Það er stórkostleg breyting á loftslagi og við ættum að gera það sem við getum enn við erum seinn með ráðstafanirnar "	0	0.22591094071107	0.0889957708419136	0.431442715260587	0.25365057318643
"1902"	1901	1	2	0	0.5	0.6666667	6735	1	"Það er breyting sem gerist í Vere Það getur verið hátt hitastig eða lágt hitastig eins og hlýnun jarðar "	0	0.214851785602397	0.22659196097495	0.341089887978762	0.217466365443892
"1903"	1902	5	1	0	0.25	0.3333333	600000	2	"Það er hringrás heitt og kalt tímabil "	0	0.237830822250994	0.401211861992561	0.180967610895807	0.179989704860638
"1904"	1903	2	2	1	0.5	0.3333333	360000	2	"Það er stór áskorun við eða allir verða að gera eitthvað um þetta !!! "	0	0.171604198026819	0.121138034231229	0.282030943668485	0.425226824073467
"1905"	1904	7	1	0	0.5	0.3333333	300000	3	"Það er verkefni Öll löndin verða að taka þátt í sömu kröfu "	1	0.164369666178545	0.049538146757215	0.430600327530908	0.355491859533333
"1906"	1905	5	1	1	1	0.6666667	430000	3	"Það snýst um sterka áherslu á sífellt vaxandi efni neyslu til að gera okkur meira \"ánægð\" góða heilsu naturmangford soosial samband menningarreynsla þögn og ró, hins vegar, fyrir lítið skilið eins og þeir eru mikilvægir Valiant Dei er fyrir gott líf "	1	0.162459794019423	0.0801166822475469	0.422151621743634	0.335271901989396
"1907"	1906	6	1	1	0.75	0.3333333	250000	2	"Það er notað of mikið af jarðefnaeldsneyti olíuiðnaði er of ríkjandi í hagkerfinu og ætti að vera takmörkuð við og með laun í Noregi eru undir forystu olíuiðnaðarins "	0	0.279562043709202	0.0870988754355916	0.34255306234789	0.290786018507316
"1908"	1907	2	1	0	0.25	0.3333333	1000000	2	"Það verður hlýrri í vetur minni snjór er þessi maður-gerður eða er Nayurian breytingin MTP að eftir allt, ísöld í td Noregi hef ég ekki uppfært um rannsóknir sem hafa verið gerðar á þessu sviði "	0	0.185085899060455	0.169786562336775	0.396136988790583	0.248990549812187
"1909"	1908	4	2	0	0.25	0.3333333	120000	2	"Það verður heitara og öfgafullt veður "	0	0.192899612115183	0.418244390955198	0.209952483919775	0.178903513009844
"1910"	1909	1	1	1	0.5	0.3333333	150000	0	"Það verður heitara "	0	0.216752544314786	0.0869877445574725	0.422980239330124	0.273279471797617
"1911"	1910	6	1	0	0.5	0.3333333	650000	2	"Það verður heitara "	0	0.211572395747764	0.0954628499468122	0.39234343012136	0.300621324184064
"1912"	1911	7	1	1	0.75	0.3333333	627000	3	"Það verður heitari meira úrkomu og órólegur veður "	1	0.121257899495455	0.619491097240216	0.123589277646573	0.135661725617756
"1913"	1912	2	2	0	0.75	0.3333333	378000	3	"Það verður hamlar ísinn bráðnar meira í mikilli veðri "	1	0.124404477056733	0.61279162689811	0.149013817432814	0.113790078612343
"1914"	1913	3	2	1	0.5	0.6666667	475000	3	"Það verður minni og minna Polaris "	1	0.23499431285321	0.224037800004053	0.300928754819339	0.240039132323398
"1915"	1914	5	2	0	0.5	0.3333333	0	2	"Það verður mildari og meira rakt loftslag "	0	0.200097032034238	0.385299590864566	0.227187032172804	0.187416344928392
"1916"	1915	6	2	1	0.5	0.3333333	402146	2	"Það má ekki vera svo slæmt hér í Noregi fátækum sem búa á eyjum í Kyrrahafi "	0	0.203926734508072	0.145698819972378	0.351484091564519	0.298890353955031
"1917"	1916	3	1	0	0.75	0.6666667	348000	3	"Það er gert of lítið til að vernda náttúruna Allir segja \"einhver verður að gera eitthvað en ekki við\" "	1	0.120642377975215	0.0211599336922178	0.527762035365437	0.33043565296713
"1918"	1917	3	2	1	0.75	0.3333333	430000	3	"Það eru alltaf breytingar á loftslagi en eins og það lítur nú út, erum við í auknum mæli og mögulegt væri að það hefði verið ávinningur ef við neyttu minna og ferðaðist minna með flugvél "	1	0.233975296855779	0.0953417522713117	0.39585356095436	0.274829389918549
"1920"	1919	2	2	1	0.5	0.3333333	0	3	"Afskriftir loftslagsbreytingar "	1	0.225759836285346	0.283396398927128	0.267632812798217	0.22321095198931
"1921"	1920	1	1	1	0.75	0.3333333	50000	3	"Mikilvægasti hluturinn í okkar tíma "	1	0.204405321634683	0.141517878735945	0.401888882979404	0.252187916649968
"1922"	1921	2	1	0	0.25	0.6666667	330000	3	"Að hluta til mannavöldum held ég, jafnvel eftir að hafa lesið nokkrar greinar greinar frá báðum hliðum sem loftslagsbreytingar fara í hringrásir sem hugsanlega hafa áhrif á að hluta til "	1	0.179616651056718	0.0300386411414147	0.482547672111226	0.307797035690642
"1924"	1923	3	1	1	0.75	0.6666667	850000	3	"Þeir hækka "	1	0.177316066261284	0.374831604104456	0.270332941110764	0.177519388523496
"1925"	1924	2	1	1	0.75	0.3333333	400000	3	"Stærstu framleiðendur CO2 - Kína Indland etc "	1	0.184292500146069	0.166740461671261	0.3440626547953	0.30490438338737
"1926"	1925	4	1	1	0.5	0.6666667	485	3	"Þeir sem hafa tækifæri til að gera eitthvað virðist ekki sjá um það er enginn að segja að við verðum að lækka almenna neyslu sem ég hef nóg af verkefnum og áhyggjum ef ég tengist því sem ég get haft áhrif á "	1	0.109556593227343	0.0170731060411151	0.578760632086255	0.294609668645287
"1927"	1926	3	1	1	1	0.3333333	520000	3	"Nýjustu IPCC skýrslur og leiðir til þess að þeir telji að olía kol og gas sé fyrir ódýran orku sem hægt er að draga verulega úr losun í spilltum heimi (þ.e. heim lítið sjálfstraust) versnandi ástandið síðan fletta láréttum Borrig mun auka aðgang að ódýrt Skapastasgas de miliesee 30 ára höfn "	1	0.14606676378904	0.13812925927895	0.442983574502009	0.272820402430001
"1928"	1927	4	1	0	0.25	0.6666667	400000	2	"Þeir hafa heyrt áður "	0	0.241192379037166	0.0861862082964049	0.445842520766281	0.226778891900148
"1929"	1928	5	1	0	0.25	0.6666667	740000	3	"Þeir hafa alltaf verið til "	1	0.174082139439255	0.0483151303668822	0.480121047003724	0.297481683190139
"1930"	1929	6	1	1	0.5	0.3333333	350000	2	"Þeir eru líklega tilbúnir en ekki vissar "	0	0.187464778618943	0.080585394282542	0.431870007827452	0.300079819271063
